bib_key,bib_file,author,status,used_in_book1,alt_text
StripPacking1.png,figures-static,{Jamie Fravel},OK,integerProgrammingFormulations-book1.tex,"A strip packing diagram showing several gray rectangles of varying sizes packed within a vertical strip of width W, with a dotted horizontal line at height H indicating the current maximum height."
StripPacking2.png,figures-static,{Jamie Fravel},OK,integerProgrammingFormulations-book1.tex,A feasible strip packing solution showing rectangles packed into the strip with coordinate positions listed for each rectangle.
Unknown.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,A figure from the optimization textbook whose specific content needs manual review.
barrier-function.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,A plot of the logarithmic barrier function -t*log(x) for different values of t (0.1 to 5.0). Larger t values produce steeper curves that rise more sharply as x approaches zero.
barrier-functions-added.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A plot showing combined barrier functions for x between 1 and 2, with five U-shaped curves for different t values. Each curve has a minimum point marked, with larger t values producing steeper curves."
barrier-method.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Multiple curves showing barrier functions for a constrained optimization problem for different values of parameter t, with colored dots marking minima that converge to the constrained optimum."
big-M.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,"A coordinate plane showing a blue shaded feasible region bounded by multiple constraint lines, with labeled corner points, demonstrating the geometry of a linear program with the big-M method."
branch-and-bound1.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A feasible region plot with integer lattice points shown as gray dots, a blue shaded LP relaxation region, and a red X marking the fractional LP optimal solution, illustrating the first step of branch and bound."
branch-and-bound2.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"The branch and bound algorithm after branching, showing two separate blue shaded subregions divided by a vertical constraint, with red X markers indicating fractional solutions."
branch-and-bound3.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A later stage of branch and bound showing the feasible region split into subregions, with a green star marking an integer feasible solution and a red X marking a fractional solution being pruned."
bubble-sort-complexity-2.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Mathematical derivation of bubble sort worst-case complexity, showing the sum formula equals n(n-1)/2 = O(n^2), concluding that bubble sort is an O(n^2) algorithm."
bubble-sort-computational-example,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Three graphs showing bubble sort computation time versus input size. Random data shows noisy quadratic growth, worst-case shows smoother quadratic growth, and a theoretical n^2 estimate curve."
bubble-sort-computational-example.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Three graphs showing bubble sort computation time versus input size. Random data shows noisy quadratic growth, worst-case shows smoother quadratic growth, and a theoretical n^2 estimate curve."
central-path1.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A dense family of barrier function curves showing the central path for constrained optimization, with colored dots tracing the sequence of analytic centers as the barrier parameter varies."
circle-problem.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Three blue circles in a 2D coordinate plane with red points on their perimeters connected by green dashed lines. The figure illustrates minimizing the total distance between points constrained to lie on different circles.
circles-figure.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A coordinate plane titled 'Spheres Closest Points' showing four ellipses of varying sizes connected by line segments at their closest points, demonstrating the geometric problem of finding minimum distances."
coin-or-logo.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,The COIN-OR (Computational Infrastructure for Operations Research) logo featuring a golden circular coin design with 'COIN|OR' text in white and gray.
concave.jpg,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,sensitivity-LP.tex,"A mathematical visualization showing concentric contour lines with a red circle, a green convex polygon region, and a yellow triangular region overlaid, illustrating concepts related to convexity."
convex-hull-random.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A set of randomly scattered red points in a 2D plane with their convex hull shown as a yellow filled polygon, illustrating the smallest convex set containing all points."
convexity-definition.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A mathematical illustration of convexity showing a U-shaped convex function with two points, demonstrating that the line segment connecting them lies above the function."
cutting-plane-1-picture.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A coordinate plot showing the LP relaxation polytope with yellow dots indicating integer feasible points inside, black dots showing integer infeasible points outside, and a blue star marking the current LP optimum."
cutting-plane-2-picture.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"The cutting plane algorithm after adding one cut, showing the LP polytope being tightened with a vertical cut, reducing the feasible region while preserving all integer feasible points."
cutting-plane-3-picture.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"After adding a second cutting plane, the LP polytope is further reduced, with the LP optimum now moved to an integer point, demonstrating convergence of the cutting plane method."
cutting-planes0.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Initial LP relaxation for an integer program showing the feasible region with integer points marked and the LP optimal at a fractional point.
cutting-planes1.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"After adding a cutting plane, the LP polytope is tightened and the LP optimum moves closer to an integer point."
cutting-planes2.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"After adding a second cut, the polytope is further reduced and the new LP optimum is at an integer point, demonstrating convergence."
desmos-graph-slacks.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,simplex-basis-driven.tex,"An LP feasible region with vertices labeled and slack variable constraints labeled in different colors, showing how each constraint defines a boundary."
dijkstra-soln.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"A graph after running Dijkstra's algorithm, with the shortest path tree highlighted showing minimum distance paths from the source to all other nodes."
dijkstra0.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"A weighted graph with 7 nodes used to demonstrate Dijkstra's shortest path algorithm, with blue edge weights shown."
dijkstra1.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"A weighted graph showing the initial step of Dijkstra's shortest path algorithm with node a as source with distance 0, node b with tentative distance 2, and other nodes showing infinity."
dijkstra2.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"A weighted graph showing a subsequent step of Dijkstra's algorithm where nodes a and b are highlighted, and node d has updated tentative distance 7."
dijkstra3.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"An intermediate step of Dijkstra's algorithm showing a weighted graph with visited nodes and edges highlighted in red, with distance labels showing current shortest distances from the source."
dijkstra4.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,A later step of Dijkstra's algorithm showing progress through the graph with more nodes visited and updated distance labels from the source.
dijkstra5.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"Dijkstra's algorithm in progress with all nodes reached. The shortest path tree is shown in red, with final distance labels indicating the algorithm has found a path to all nodes."
dijkstra6.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,Dijkstra's algorithm nearing completion with the path to the final node confirmed. The red highlighted edges show the shortest path tree from the source.
dijkstra7.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,Dijkstra's algorithm final iteration showing the completed shortest path tree with all nodes labeled with their final distances from the source.
dijkstra8.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,The completed Dijkstra's algorithm result showing the final shortest path tree from the source node with all minimum distances displayed and shortest path tree edges highlighted.
epigraph.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Petersen graph with vertices colored using three colors (red, green, blue) demonstrating a valid 3-coloring. The graph shows the characteristic pentagonal structure with inner star, where no adjacent vertices share the same color."
excel-sensitivity-report.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,sensitivity-LP.tex,"A Microsoft Excel Solver sensitivity analysis report showing Variable Cells and Constraints sections with columns for Final Value, Reduced Cost, and Shadow Price."
excel-sensitivity.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,sensitivity-LP.tex,"A Microsoft Excel Solver Results dialog box showing a successful optimization, with options to keep the solution or restore original values, and report type selections."
excel-setup.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,sensitivity-LP.tex,"An Excel spreadsheet setup for a linear programming problem with decision variables in yellow cells. Constraints are defined with coefficients, totals, and right-hand side values."
excel-solver-answer-report.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Microsoft Excel Solver Answer Report showing optimization results with objective cell value, decision variable values, and constraint status information."
excel-solver-button.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,Excel ribbon Data tab with the Solver button highlighted in the Analysis Tools section on the far right.
excel-solver-layout.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Excel spreadsheet layout for a linear programming problem showing the objective function using SUMPRODUCT, decision variables, objective coefficients, and constraints."
excel-solver-method.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Excel Solver dropdown menu showing three solving method options: GRG Nonlinear, Simplex LP (selected), and Evolutionary."
excel-solver-select.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Excel Solver Results dialog box indicating a solution was found with all constraints satisfied, showing options for reports including Answer, Sensitivity, and Limits."
excel-solver-sensitivity.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Microsoft Excel Solver Sensitivity Report displaying variable cells with final values, reduced costs, objective coefficients, and allowable increase/decrease ranges."
excel-solver-solution.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Excel spreadsheet showing the solved linear programming problem with optimal objective value, decision variable values, and constraint resources used."
excel-solver-solve.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Excel Solver Parameters dialog box configured with objective cell, variable cells, constraints, non-negativity option, and Simplex LP method selected."
facility-location.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,"A network diagram for facility location showing three potential distribution centers with fixed costs and capacities, connected to four customer locations with demand values and shipping costs."
feasible-region-linear-ineqs.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Two-dimensional plot showing a shaded feasible region bounded by three linear inequalities with constraint equations labeled in red, green, and magenta."
figureCutttingPlane1.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Integer lattice grid with a convex polyhedron containing integer points, a red fractional vertex, and a green LP optimum, with an arrow indicating optimization direction."
figureCutttingPlane2.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Cutting plane iteration showing a polyhedron with a red cutting plane line separating the fractional vertex from the feasible region.
figureCutttingPlane3.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Updated polyhedron after applying a cutting plane, with a new fractional vertex and LP optimum on the tightened boundary."
figureCutttingPlane4.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Second cutting plane iteration with a red line cutting through the polytope to further tighten the LP relaxation.
figureCutttingPlane5.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Polytope after applying the second cut, with the optimum point now on a vertex, indicating progress toward an integer solution."
figureCutttingPlane6.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Third cutting plane being applied to separate the fractional vertex from the polytope in another iteration of the algorithm.
figureCutttingPlane7.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Final polytope after multiple cutting planes, with all vertices at integer points and the green point marking an integer optimal solution."
first-order-convexity,figures-static,{},OK,,"Piecewise linear function c(x) plotted from x=0 to x=15, with breakpoints at x=5 and x=10. The function increases with varying slopes between segments, demonstrating a convex piecewise linear cost function."
graph-for-matching-maximal,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Weighted graph with six vertices labeled a through f, showing edges with weights and three edges highlighted in bold blue indicating a maximal matching."
graph-for-matching-maximal.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Weighted graph with six vertices labeled a through f, showing edges with weights and three edges highlighted in bold blue indicating a maximal matching."
graph-for-matching.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A weighted undirected graph with 6 red nodes and edges labeled with weights, used to illustrate matching problems in graph theory."
graph-us-cities.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A weighted graph overlaid on a US map showing 6 cities connected by edges with distance weights, illustrating a network optimization problem."
gurobi-logo.jpg,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Three-dimensional red geometric shape resembling the Gurobi optimization software logo, appearing as an angular polyhedron with faceted surfaces."
gurobi_performance,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Box plot chart titled 'Gurobi Performance' comparing runtime on log scale across solver configurations with different Cuts, Heuristics, MIPFocus, and Presolve settings."
gurobi_performance.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Box plot chart titled 'Gurobi Performance' comparing runtime on log scale across solver configurations with different Cuts, Heuristics, MIPFocus, and Presolve settings."
interior-mu-1-1.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Visualization of an interior point barrier method showing contour lines, the central path, analytic center (green), and optimal solution (yellow) at a corner of the feasible region."
interior-point-method.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A 2D visualization of the barrier method showing contour lines, the central path from the analytic center converging to the optimal solution at a corner."
jssp-duplo-actual.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,"Photograph of colorful Duplo building blocks arranged on a table, representing a physical demonstration of a job shop scheduling problem with blocks of different colors and sizes."
jssp-duplo.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,"Gantt chart showing a Job Shop Scheduling Problem solution with three machines and four jobs color-coded, displaying the optimal schedule over 11 time units."
jssp-duplo.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,Gantt chart showing a Job Shop Scheduling Problem solution with three machines and four jobs represented by colored bars over a time horizon of 0 to 12 units.
jssp.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,"Gantt chart showing a job shop scheduling solution with three machines processing five jobs over time. Colored horizontal bars represent job operations on each machine, demonstrating how jobs are sequenced to minimize makespan."
julia-logo.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Julia programming language logo featuring the word 'julia' in lowercase black letters with three colored circles (green, red, purple) arranged above."
jump-logo.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"JuMP optimization modeling language logo showing crossed dark lines with three colored circles (green, red, purple) and the text 'JUMP' in bold."
jupyter-logo.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Project Jupyter logo consisting of an orange crescent shape with three small gray circles, followed by the word 'jupyter' in gray text."
k-means,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,mathematicalProgramming.tex,"Scatter plot showing k-means clustering results with five clusters. Points are grouped into distinct colored clusters (red, yellow, magenta, blue, green), each with an X marking the cluster centroid and a circle enclosing the cluster's points."
k-means-elbow,figures-static,{},OK,,"Voronoi diagram partitioning a 2D plane into eight colored polygonal regions. Each region contains a red seed point, with boundaries equidistant from neighboring seeds, demonstrating spatial partitioning used in clustering."
k-means-vary-k,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Three-by-three grid of scatter plots showing k-means clustering of the same data set as the number of clusters k varies from 1 to 9. Each panel colors points by cluster with X marks at centroids; small k merges distinct groups into one cluster while large k splits natural groups into fragments.
knapsack-fig-opt.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A knapsack problem with the optimal solution highlighted by green points along the boundary, showing which items are selected."
knapsack-fig.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A 2D visualization of a knapsack-type integer programming problem showing a blue shaded feasible region with integer points marked, bounded by a constraint line."
local-min.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A continuous function curve with labeled critical points showing local minima, local maxima, and the global minimum, illustrating the difference between local and global optima."
lp-feasible-desmos.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A graph showing an LP feasible region bounded by constraint lines, with corner points labeled."
m-tsp_solution.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,A multiple traveling salesman problem solution on a city map showing routes for multiple vehicles visiting different subsets of customer locations.
matching-time-computation.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A plot showing computation time for solving matching problems, demonstrating how solve time scales with problem size."
mir.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,introduction-book.tex,"A geometric illustration of the Mixed Integer Rounding cut showing vertical integer lines, the original constraint, and the tighter MIR cut valid for mixed-integer solutions."
multi-network-flow-data.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,modeling-sums-continued.tex,"Grid of nine plots showing k-means clustering results for k=1 through k=9. As k increases, data points are partitioned into more clusters with smaller radii, demonstrating how cluster count affects the partitioning."
multi-network-flow-solution.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,modeling-sums-continued.tex,Solution to the multi-commodity network flow example: a network with optimal flow values labeled on each arc for each commodity.
network-flow-solution.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,modeling-sums-continued.tex,"A directed network flow graph with six nodes labeled with node numbers and net flow values. Edges are labeled with flow capacities, showing the solution to a minimum cost network flow problem."
network-flow.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,software-excel.tex,"Directed graph with 6 cyan nodes labeled 1-6, connected by arrows showing network flow. Each edge is annotated with pairs of values representing flow and capacity, illustrating a minimum-cost network flow problem."
new-york-tolls.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,"Map of New York City's five boroughs showing a transportation network with red dashed toll roads and a green no-toll route connecting Staten Island, Brooklyn, and Queens."
open-optimization-logo-crop.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Open Optimization project logo with 'OPEN' in blue and 'OPTIMIZATION' in orange, framed by a circular gradient ring, with tagline below."
open-optimization-logo.jpeg,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"The Open Optimization project logo featuring 'OPEN OPTIMIZATION' in orange and blue colors, with a circular design element and the tagline 'Open-Source Project for Optimization Courses.'"
pareto-curve.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,multi-objective-optimization_updated.tex,"A Pareto front curve showing the trade-off between Total Cost and Maximum Risk Cost, demonstrating diminishing returns as one objective improves at the expense of the other."
pipes.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,graphtheory-dor1.tex,"3D illustration of seven yellow cylindrical pipes stacked in a pyramid arrangement, showing their hollow circular cross-sections, representing a packing problem."
problem-class-diagram,figures-static,{Diego Moran \href{https://creativecommons.org/publicdomain/zero/1.0/deed.en/}{CC0}.},OK,,Two tour configurations demonstrating the 2-opt improvement heuristic for TSP. Top shows a tour with crossing edges; bottom shows the improved tour after reversing a segment to eliminate the crossing.
pwl-plot.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,integerProgrammingFormulations-book1.tex,Plot of a piecewise linear function composed of several line segments with breakpoints marked on the horizontal axis.
risk-plot.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,multi-objective-optimization_updated.tex,Graph showing an inventory risk function where risk cost increases rapidly and asymptotically approaches a maximum as inventory level increases.
robust-feasible-region.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Comparison of original feasible region and worst-case robust feasible region showing how uncertainty in constraint coefficients shrinks the feasible set.
sensitivity-changing-b.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Sensitivity analysis showing how changing the right-hand side of constraints shifts constraint lines and affects the feasible region and optimal solution.
sensitivity-objective.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,sensitivity-LP.tex,Sensitivity analysis visualization showing how the optimal solution changes as objective function coefficients vary.
simplex-all-tableaus.JPG,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,A diagram showing a feasible region with five labeled corner points and the corresponding simplex tableau equations at each basic feasible solution.
